p max 2002 47872
a 1030 31 259
a 30 1032 0
a 1032 30 398
a 32 1030 0
a 1030 32 398
a 30 1048 0
a 1048 30 266
a 48 1030 0
a 1030 48 266
a 30 1049 0
a 1049 30 531
a 49 1030 0
a 1030 49 531
a 30 1050 0
a 1050 30 259
a 50 1030 0
a 1030 50 259
a 30 1051 0
a 1051 30 531
a 51 1030 0
a 1030 51 531
a 30 1052 0
a 1052 30 266
a 52 1030 0
a 1030 52 266
a 30 1068 0
a 1068 30 133
a 68 1030 0
a 1030 68 133
a 30 1069 0
a 1069 30 266
a 69 1030 0
a 1030 69 266
a 30 1070 0
a 1070 30 398
a 70 1030 0
a 1030 70 398
a 30 1071 0
a 1071 30 266
a 71 1030 0
a 1030 71 266
a 30 1072 0
a 1072 30 133
a 72 1030 0
a 1030 72 133
a 31 1032 0
a 1032 31 259
a 32 1031 0
a 1031 32 259
a 31 1033 0
a 1033 31 398
a 33 1031 0
a 1031 33 398
a 31 1049 0
a 1049 31 266
a 49 1031 0
a 1031 49 266
a 31 1050 0
a 1050 31 531
a 50 1031 0
a 1031 50 531
a 31 1051 0
a 1051 31 259
a 51 1031 0
a 1031 51 259
a 31 1052 0
a 1052 31 531
a 52 1031 0
a 1031 52 531
a 31 1053 0
a 1053 31 266
a 53 1031 0
a 1031 53 266
a 31 1069 0
a 1069 31 133
a 69 1031 0
a 1031 69 133
a 31 1070 0
a 1070 31 266
a 70 1031 0
a 1031 70 266
a 31 1071 0
a 1071 31 398
a 71 1031 0
a 1031 71 398
a 31 1072 0
a 1072 31 266
a 72 1031 0
a 1031 72 266
a 31 1073 0
a 1073 31 133
a 73 1031 0
a 1031 73 133
a 32 1033 0
a 1033 32 259
a 33 1032 0
a 1032 33 259
a 32 1034 0
a 1034 32 398
a 34 1032 0
a 1032 34 398
a 32 1050 0
a 1050 32 266
a 50 1032 0
a 1032 50 266
a 32 1051 0
a 1051 32 531
a 51 1032 0
a 1032 51 531
a 32 1052 0
a 1052 32 259
a 52 1032 0
a 1032 52 259
a 32 1053 0
a 1053 32 531
a 53 1032 0
a 1032 53 531
a 32 1054 0
a 1054 32 266
a 54 1032 0
a 1032 54 266
a 32 1070 0
a 1070 32 133
a 70 1032 0
a 1032 70 133
a 32 1071 0
a 1071 32 266
a 71 1032 0
a 1032 71 266
a 32 1072 0
a 1072 32 398
a 72 1032 0
a 1032 72 398
a 32 1073 0
a 1073 32 266
a 73 1032 0
a 1032 73 266
a 32 1074 0
a 1074 32 133
a 74 1032 0
a 1032 74 133
a 33 1034 0
a 1034 33 259
a 34 1033 0
a 1033 34 259
a 33 1035 0
a 1035 33 398
a 35 1033 0
a 1033 35 398
a 33 1051 0
a 1051 33 266
a 51 1033 0
a 1033 51 266
a 33 1052 0
a 1052 33 531
a 52 1033 0
a 1033 52 531
a 33 1053 0
a 1053 33 259
a 53 1033 0
a 1033 53 259
a 33 1054 0
a 1054 33 531
a 54 1033 0
a 1033 54 531
a 33 1055 0
a 1055 33 266
a 55 1033 0
a 1033 55 266
a 33 1071 0
a 1071 33 133
a 71 1033 0
a 1033 71 133
a 33 1072 0
a 1072 33 266
a 72 1033 0
a 1033 72 266
a 33 1073 0
a 1073 33 398
a 73 1033 0
a 1033 73 398
a 33 1074 0
a 1074 33 266
a 74 1033 0
a 1033 74 266
a 33 1075 0
a 1075 33 133
a 75 1033 0
a 1033 75 133
a 34 1035 0
a 1035 34 259
a 35 1034 0
a 1034 35 259
a 34 1036 0
a 1036 34 398
a 36 1034 0
a 1034 36 398
a 34 1052 0
a 1052 34 266
a 52 1034 0
a 1034 52 266
a 34 1053 0
a 1053 34 531
a 53 1034 0
a 1034 53 531
a 34 1054 0
a 1054 34 259
a 54 1034 0
a 1034 54 259
a 34 1055 0
a 1055 34 531
a 55 1034 0
a 1034 55 531
a 34 1056 0
a 1056 34 266
a 56 1034 0
a 1034 56 266
a 34 1072 0
a 1072 34 133
a 72 1034 0
a 1034 72 133
a 34 1073 0
a 1073 34 266
a 73 1034 0
a 1034 73 266
a 34 1074 0
a 1074 34 398
a 74 1034 0
a 1034 74 398
a 34 1075 0
a 1075 34 266
a 75 1034 0
a 1034 75 266
a 34 1076 0
a 1076 34 133
a 76 1034 0
a 1034 76 133
a 35 1036 0
a 1036 35 259
a 36 1035 0
a 1035 36 259
a 35 1037 0
a 1037 35 398
a 37 1035 0
a 1035 37 398
a 35 1053 0
a 1053 35 266
a 53 1035 0
a 1035 53 266
a 35 1054 0
a 1054 35 531
a 54 1035 0
a 1035 54 531
a 35 1055 0
a 1055 35 259
a 55 1035 0
a 1035 55 259
a 35 1056 0
a 1056 35 531
a 56 1035 0
a 1035 56 531
a 35 1057 0
a 1057 35 266
a 57 1035 0
a 1035 57 266
a 35 1073 0
a 1073 35 133
a 73 1035 0
a 1035 73 133
a 35 1074 0
a 1074 35 266
a 74 1035 0
a 1035 74 266
a 35 1075 0
a 1075 35 398
a 75 1035 0
a 1035 75 398
a 35 1076 0
a 1076 35 266
a 76 1035 0
a 1035 76 266
a 35 1077 0
a 1077 35 133
a 77 1035 0
a 1035 77 133
a 36 1037 0
a 1037 36 259
a 37 1036 0
a 1036 37 259
a 36 1038 0
a 1038 36 398
a 38 1036 0
a 1036 38 398
a 36 1054 0
a 1054 36 266
a 54 1036 0
a 1036 54 266
a 36 1055 0
a 1055 36 531
a 55 1036 0
a 1036 55 531
a 36 1056 0
a 1056 36 259
a 56 1036 0
a 1036 56 259
a 36 1057 0
a 1057 36 531
a 57 1036 0
a 1036 57 531
a 36 1058 0
a 1058 36 266
a 58 1036 0
a 1036 58 266
a 36 1074 0
a 1074 36 133
a 74 1036 0
a 1036 74 133
a 36 1075 0
a 1075 36 266
a 75 1036 0
a 1036 75 266
a 36 1076 0
a 1076 36 398
a 76 1036 0
a 1036 76 398
a 36 1077 0
a 1077 36 266
a 77 1036 0
a 1036 77 266
a 36 1078 0
a 1078 36 133
a 78 1036 0
a 1036 78 133
a 37 1038 0
a 1038 37 259
a 38 1037 0
a 1037 38 259
a 37 1039 0
a 1039 37 398
a 39 1037 0
a 1037 39 398
a 37 1055 0
a 1055 37 266
a 55 1037 0
a 1037 55 266
a 37 1056 0
a 1056 37 531
a 56 1037 0
a 1037 56 531
a 37 1057 0
a 1057 37 259
a 57 1037 0
a 1037 57 259
a 37 1058 0
a 1058 37 531
a 58 1037 0
a 1037 58 531
a 37 1059 0
a 1059 37 266
a 59 1037 0
a 1037 59 266
a 37 1075 0
a 1075 37 133
a 75 1037 0
a 1037 75 133
a 37 1076 0
a 1076 37 266
a 76 1037 0
a 1037 76 266
a 37 1077 0
a 1077 37 398
a 77 1037 0
a 1037 77 398
a 37 1078 0
a 1078 37 266
a 78 1037 0
a 1037 78 266
a 37 1079 0
a 1079 37 133
a 79 1037 0
a 1037 79 133
a 38 1039 0
a 1039 38 259
a 39 1038 0
a 1038 39 259
a 38 1040 0
a 1040 38 398
a 40 1038 0
a 1038 40 398
a 38 1056 0
a 1056 38 266
a 56 1038 0
a 1038 56 266
a 38 1057 0
a 1057 38 531
a 57 1038 0
a 1038 57 531
a 38 1058 0
a 1058 38 259
a 58 1038 0
a 1038 58 259
a 38 1059 0
a 1059 38 531
a 59 1038 0
a 1038 59 531
a 38 1060 0
a 1060 38 266
a 60 1038 0
a 1038 60 266
a 38 1076 0
a 1076 38 133
a 76 1038 0
a 1038 76 133
a 38 1077 0
a 1077 38 266
a 77 1038 0
a 1038 77 266
a 38 1078 0
a 1078 38 398
a 78 1038 0
a 1038 78 398
a 38 1079 0
a 1079 38 266
a 79 1038 0
a 1038 79 266
a 38 1080 0
a 1080 38 133
a 80 1038 0
a 1038 80 133
a 39 1040 0
a 1040 39 259
a 40 1039 0
a 1039 40 259
a 39 1041 0
a 1041 39 398
a 41 1039 0
a 1039 41 398
a 39 1057 0
a 1057 39 266
a 57 1039 0
a 1039 57 266
a 39 1058 0
a 1058 39 531
a 58 1039 0
a 1039 58 531
a 39 1059 0
a 1059 39 259
a 59 1039 0
a 1039 59 259
a 39 1060 0
a 1060 39 531
a 60 1039 0
a 1039 60 531
a 39 1061 0
a 1061 39 266
a 61 1039 0
a 1039 61 266
a 39 1077 0
a 1077 39 133
a 77 1039 0
a 1039 77 133
a 39 1078 0
a 1078 39 266
a 78 1039 0
a 1039 78 266
a 39 1079 0
a 1079 39 398
a 79 1039 0
a 1039 79 398
a 39 1080 0
a 1080 39 266
a 80 1039 0
a 1039 80 266
a 39 1081 0
a 1081 39 133
a 81 1039 0
a 1039 81 133
a 40 1041 0
a 1041 40 259
a 41 1040 0
a 1040 41 259
a 40 1042 0
a 1042 40 398
a 42 1040 0
a 1040 42 398
a 40 1058 0
a 1058 40 266
a 58 1040 0
a 1040 58 266
a 40 1059 0
a 1059 40 531
a 59 1040 0
a 1040 59 531
a 40 1060 0
a 1060 40 259
a 60 1040 0
a 1040 60 259
a 40 1061 0
a 1061 40 531
a 61 1040 0
a 1040 61 531
a 40 1062 0
a 1062 40 266
a 62 1040 0
a 1040 62 266
a 40 1078 0
a 1078 40 133
a 78 1040 0
a 1040 78 133
a 40 1079 0
a 1079 40 266
a 79 1040 0
a 1040 79 266
a 40 1080 0
a 1080 40 398
a 80 1040 0
a 1040 80 398
a 40 1081 0
a 1081 40 266
a 81 1040 0
a 1040 81 266
a 40 1082 0
a 1082 40 133
a 82 1040 0
a 1040 82 133
a 41 1042 0
a 1042 41 259
a 42 1041 0
a 1041 42 259
a 41 1059 0
a 1059 41 266
a 59 1041 0
a 1041 59 266
a 41 1060 0
a 1060 41 531
a 60 1041 0
a 1041 60 531
a 41 1061 0
a 1061 41 259
a 61 1041 0
a 1041 61 259
a 41 1062 0
a 1062 41 531
a 62 1041 0
a 1041 62 531
a 41 1079 0
a 1079 41 133
a 79 1041 0
a 1041 79 133
a 41 1080 0
a 1080 41 266
a 80 1041 0
a 1041 80 266
a 41 1081 0
a 1081 41 398
a 81 1041 0
a 1041 81 398
a 41 1082 0
a 1082 41 266
a 82 1041 0
a 1041 82 266
a 42 1060 0
a 1060 42 266
a 60 1042 0
a 1042 60 266
a 42 1061 0
a 1061 42 531
a 61 1042 0
a 1042 61 531
a 42 1062 0
a 1062 42 259
a 62 1042 0
a 1042 62 259
a 42 1080 0
a 1080 42 133
a 80 1042 0
a 1042 80 133
a 42 1081 0
a 1081 42 266
a 81 1042 0
a 1042 81 266
a 42 1082 0
a 1082 42 398
a 82 1042 0
a 1042 82 398
a 43 1044 0
a 1044 43 259
a 44 1043 0
a 1043 44 259
a 43 1045 0
a 1045 43 398
a 45 1043 0
a 1043 45 398
a 43 1063 0
a 1063 43 259
a 63 1043 0
a 1043 63 259
a 43 1064 0
a 1064 43 531
a 64 1043 0
a 1043 64 531
a 43 1065 0
a 1065 43 266
a 65 1043 0
a 1043 65 266
a 43 1083 0
a 1083 43 398
a 83 1043 0
a 1043 83 398
a 43 1084 0
a 1084 43 266
a 84 1043 0
a 1043 84 266
a 43 1085 0
a 1085 43 133
a 85 1043 0
a 1043 85 133
a 44 1045 0
a 1045 44 259
a 45 1044 0
a 1044 45 259
a 44 1046 0
a 1046 44 398
a 46 1044 0
a 1044 46 398
a 44 1063 0
a 1063 44 531
a 63 1044 0
a 1044 63 531
a 44 1064 0
a 1064 44 259
a 64 1044 0
a 1044 64 259
a 44 1065 0
a 1065 44 531
a 65 1044 0
a 1044 65 531
a 44 1066 0
a 1066 44 266
a 66 1044 0
a 1044 66 266
a 44 1083 0
a 1083 44 266
a 83 1044 0
a 1044 83 266
a 44 1084 0
a 1084 44 398
a 84 1044 0
a 1044 84 398
a 44 1085 0
a 1085 44 266
a 85 1044 0
a 1044 85 266
a 44 1086 0
a 1086 44 133
a 86 1044 0
a 1044 86 133
a 45 1046 0
a 1046 45 259
a 46 1045 0
a 1045 46 259
a 45 1047 0
a 1047 45 398
a 47 1045 0
a 1045 47 398
a 45 1063 0
a 1063 45 266
a 63 1045 0
a 1045 63 266
a 45 1064 0
a 1064 45 531
a 64 1045 0
a 1045 64 531
a 45 1065 0
a 1065 45 259
a 65 1045 0
a 1045 65 259
a 45 1066 0
a 1066 45 531
a 66 1045 0
a 1045 66 531
a 45 1067 0
a 1067 45 266
a 67 1045 0
a 1045 67 266
a 45 1083 0
a 1083 45 133
a 83 1045 0
a 1045 83 133
a 45 1084 0
a 1084 45 266
a 84 1045 0
a 1045 84 266
a 45 1085 0
a 1085 45 398
a 85 1045 0
a 1045 85 398
a 45 1086 0
a 1086 45 266
a 86 1045 0
a 1045 86 266
a 45 1087 0
a 1087 45 133
a 87 1045 0
a 1045 87 133
a 46 1047 0
a 1047 46 259
a 47 1046 0
a 1046 47 259
a 46 1048 0
a 1048 46 398
a 48 1046 0
a 1046 48 398
a 46 1064 0
a 1064 46 266
a 64 1046 0
a 1046 64 266
a 46 1065 0
a 1065 46 531
a 65 1046 0
a 1046 65 531
a 46 1066 0
a 1066 46 259
a 66 1046 0
a 1046 66 259
a 46 1067 0
a 1067 46 531
a 67 1046 0
a 1046 67 531
a 46 1068 0
a 1068 46 266
a 68 1046 0
a 1046 68 266
a 46 1084 0
a 1084 46 133
a 84 1046 0
a 1046 84 133
a 46 1085 0
a 1085 46 266
a 85 1046 0
a 1046 85 266
a 46 1086 0
a 1086 46 398
a 86 1046 0
a 1046 86 398
a 46 1087 0
a 1087 46 266
a 87 1046 0
a 1046 87 266
a 46 1088 0
a 1088 46 133
a 88 1046 0
a 1046 88 133
a 47 1048 0
a 1048 47 259
a 48 1047 0
a 1047 48 259
a 47 1049 0
a 1049 47 398
a 49 1047 0
a 1047 49 398
a 47 1065 0
a 1065 47 266
a 65 1047 0
a 1047 65 266
a 47 1066 0
a 1066 47 531
a 66 1047 0
a 1047 66 531
a 47 1067 0
a 1067 47 259
a 67 1047 0
a 1047 67 259
a 47 1068 0
a 1068 47 531
a 68 1047 0
a 1047 68 531
a 47 1069 0
a 1069 47 266
a 69 1047 0
a 1047 69 266
a 47 1085 0
a 1085 47 133
a 85 1047 0
a 1047 85 133
a 47 1086 0
a 1086 47 266
a 86 1047 0
a 1047 86 266
a 47 1087 0
a 1087 47 398
a 87 1047 0
a 1047 87 398
a 47 1088 0
a 1088 47 266
a 88 1047 0
a 1047 88 266
a 47 1089 0
a 1089 47 133
a 89 1047 0
a 1047 89 133
a 48 1049 0
a 1049 48 259
a 49 1048 0
a 1048 49 259
a 48 1050 0
a 1050 48 398
a 50 1048 0
a 1048 50 398
a 48 1066 0
a 1066 48 266
a 66 1048 0
a 1048 66 266
a 48 1067 0
a 1067 48 531
a 67 1048 0
a 1048 67 531
a 48 1068 0
a 1068 48 259
a 68 1048 0
a 1048 68 259
a 48 1069 0
a 1069 48 531
a 69 1048 0
a 1048 69 531
a 48 1070 0
a 1070 48 266
a 70 1048 0
a 1048 70 266
a 48 1086 0
a 1086 48 133
a 86 1048 0
a 1048 86 133
a 48 1087 0
a 1087 48 266
a 87 1048 0
a 1048 87 266
a 48 1088 0
a 1088 48 398
a 88 1048 0
a 1048 88 398
a 48 1089 0
a 1089 48 266
a 89 1048 0
a 1048 89 266
a 48 1090 0
a 1090 48 133
a 90 1048 0
a 1048 90 133
a 49 1050 0
a 1050 49 259
a 50 1049 0
a 1049 50 259
a 49 1051 0
a 1051 49 398
a 51 1049 0
a 1049 51 398
a 49 1067 0
a 1067 49 266
a 67 1049 0
a 1049 67 266
a 49 1068 0
a 1068 49 531
a 68 1049 0
a 1049 68 531
a 49 1069 0
a 1069 49 259
a 69 1049 0
a 1049 69 259
a 49 1070 0
a 1070 49 531
a 70 1049 0
a 1049 70 531
a 49 1071 0
a 1071 49 266
a 71 1049 0
a 1049 71 266
a 49 1087 0
a 1087 49 133
a 87 1049 0
a 1049 87 133
a 49 1088 0
a 1088 49 266
a 88 1049 0
a 1049 88 266
a 49 1089 0
a 1089 49 398
a 89 1049 0
a 1049 89 398
a 49 1090 0
a 1090 49 266
a 90 1049 0
a 1049 90 266
a 49 1091 0
a 1091 49 133
a 91 1049 0
a 1049 91 133
a 50 1051 0
a 1051 50 259
a 51 1050 0
a 1050 51 259
a 50 1052 0
a 1052 50 398
a 52 1050 0
a 1050 52 398
a 50 1068 0
a 1068 50 266
a 68 1050 0
a 1050 68 266
a 50 1069 0
a 1069 50 531
a 69 1050 0
a 1050 69 531
a 50 1070 0
a 1070 50 259
a 70 1050 0
a 1050 70 259
a 50 1071 0
a 1071 50 531
a 71 1050 0
a 1050 71 531
a 50 1072 0
a 1072 50 266
a 72 1050 0
a 1050 72 266
a 50 1088 0
a 1088 50 133
a 88 1050 0
a 1050 88 133
a 50 1089 0
a 1089 50 266
a 89 1050 0
a 1050 89 266
a 50 1090 0
a 1090 50 398
a 90 1050 0
a 1050 90 398
a 50 1091 0
a 1091 50 266
a 91 1050 0
a 1050 91 266
a 50 1092 0
a 1092 50 133
a 92 1050 0
a 1050 92 133
a 51 1052 0
a 1052 51 259
a 52 1051 0
a 1051 52 259
a 51 1053 0
a 1053 51 398
a 53 1051 0
a 1051 53 398
a 51 1069 0
a 1069 51 266
a 69 1051 0
a 1051 69 266
a 51 1070 0
a 1070 51 531
a 70 1051 0
a 1051 70 531
a 51 1071 0
a 1071 51 259
a 71 1051 0
a 1051 71 259
a 51 1072 0
a 1072 51 531
a 72 1051 0
a 1051 72 531
a 51 1073 0
a 1073 51 266
a 73 1051 0
a 1051 73 266
a 51 1089 0
a 1089 51 133
a 89 1051 0
a 1051 89 133
a 51 1090 0
a 1090 51 266
a 90 1051 0
a 1051 90 266
a 51 1091 0
a 1091 51 398
a 91 1051 0
a 1051 91 398
a 51 1092 0
a 1092 51 266
a 92 1051 0
a 1051 92 266
a 51 1093 0
a 1093 51 133
a 93 1051 0
a 1051 93 133
a 52 1053 0
a 1053 52 259
a 53 1052 0
a 1052 53 259
a 52 1054 0
a 1054 52 398
a 54 1052 0
a 1052 54 398
a 52 1070 0
a 1070 52 266
a 70 1052 0
a 1052 70 266
a 52 1071 0
a 1071 52 531
a 71 1052 0
a 1052 71 531
a 52 1072 0
a 1072 52 259
a 72 1052 0
a 1052 72 259
a 52 1073 0
a 1073 52 531
a 73 1052 0
a 1052 73 531
a 52 1074 0
a 1074 52 266
a 74 1052 0
a 1052 74 266
a 52 1090 0
a 1090 52 133
a 90 1052 0
a 1052 90 133
a 52 1091 0
a 1091 52 266
a 91 1052 0
a 1052 91 266
a 52 1092 0
a 1092 52 398
a 92 1052 0
a 1052 92 398
a 52 1093 0
a 1093 52 266
a 93 1052 0
a 1052 93 266
a 52 1094 0
a 1094 52 133
a 94 1052 0
a 1052 94 133
a 53 1054 0
a 1054 53 259
a 54 1053 0
a 1053 54 259
a 53 1055 0
a 1055 53 398
a 55 1053 0
a 1053 55 398
a 53 1071 0
a 1071 53 266
a 71 1053 0
a 1053 71 266
a 53 1072 0
a 1072 53 531
a 72 1053 0
a 1053 72 531
a 53 1073 0
a 1073 53 259
a 73 1053 0
a 1053 73 259
a 53 1074 0
a 1074 53 531
a 74 1053 0
a 1053 74 531
a 53 1075 0
a 1075 53 266
a 75 1053 0
a 1053 75 266
a 53 1091 0
a 1091 53 133
a 91 1053 0
a 1053 91 133
a 53 1092 0
a 1092 53 266
a 92 1053 0
a 1053 92 266
a 53 1093 0
a 1093 53 398
a 93 1053 0
a 1053 93 398
a 53 1094 0
a 1094 53 266
a 94 1053 0
a 1053 94 266
a 53 1095 0
a 1095 53 133
a 95 1053 0
a 1053 95 133
a 54 1055 0
a 1055 54 259
a 55 1054 0
a 1054 55 259
a 54 1056 0
a 1056 54 398
a 56 1054 0
a 1054 56 398
a 54 1072 0
a 1072 54 266
a 72 1054 0
a 1054 72 266
a 54 1073 0
a 1073 54 531
a 73 1054 0
a 1054 73 531
a 54 1074 0
a 1074 54 259
a 74 1054 0
a 1054 74 259
a 54 1075 0
a 1075 54 531
a 75 1054 0
a 1054 75 531
a 54 1076 0
a 1076 54 266
a 76 1054 0
a 1054 76 266
a 54 1092 0
a 1092 54 133
a 92 1054 0
a 1054 92 133
a 54 1093 0
a 1093 54 266
a 93 1054 0
a 1054 93 266
a 54 1094 0
a 1094 54 398
a 94 1054 0
a 1054 94 398
a 54 1095 0
a 1095 54 266
a 95 1054 0
a 1054 95 266
a 54 1096 0
a 1096 54 133
a 96 1054 0
a 1054 96 133
a 55 1056 0
a 1056 55 259
a 56 1055 0
a 1055 56 259
a 55 1057 0
a 1057 55 398
a 57 1055 0
a 1055 57 398
a 55 1073 0
a 1073 55 266
a 73 1055 0
a 1055 73 266
a 55 1074 0
a 1074 55 531
a 74 1055 0
a 1055 74 531
a 55 1075 0
a 1075 55 259
a 75 1055 0
a 1055 75 259
a 55 1076 0
a 1076 55 531
a 76 1055 0
a 1055 76 531
a 55 1077 0
a 1077 55 266
a 77 1055 0
a 1055 77 266
a 55 1093 0
a 1093 55 133
a 93 1055 0
a 1055 93 133
a 55 1094 0
a 1094 55 266
a 94 1055 0
a 1055 94 266
a 55 1095 0
a 1095 55 398
a 95 1055 0
a 1055 95 398
a 55 1096 0
a 1096 55 266
a 96 1055 0
a 1055 96 266
a 55 1097 0
a 1097 55 133
a 97 1055 0
a 1055 97 133
a 56 1057 0
a 1057 56 259
a 57 1056 0
a 1056 57 259
a 56 1058 0
a 1058 56 398
a 58 1056 0
a 1056 58 398
a 56 1074 0
a 1074 56 266
a 74 1056 0
a 1056 74 266
a 56 1075 0
a 1075 56 531
a 75 1056 0
a 1056 75 531
a 56 1076 0
a 1076 56 259
a 76 1056 0
a 1056 76 259
a 56 1077 0
a 1077 56 531
a 77 1056 0
a 1056 77 531
a 56 1078 0
a 1078 56 266
a 78 1056 0
a 1056 78 266
a 56 1094 0
a 1094 56 133
a 94 1056 0
a 1056 94 133
a 56 1095 0
a 1095 56 266
a 95 1056 0
a 1056 95 266
a 56 1096 0
a 1096 56 398
a 96 1056 0
a 1056 96 398
a 56 1097 0
a 1097 56 266
a 97 1056 0
a 1056 97 266
a 56 1098 0
a 1098 56 133
a 98 1056 0
a 1056 98 133
a 57 1058 0
a 1058 57 259
a 58 1057 0
a 1057 58 259
a 57 1059 0
a 1059 57 398
a 59 1057 0
a 1057 59 398
a 57 1075 0
a 1075 57 266
a 75 1057 0
a 1057 75 266
a 57 1076 0
a 1076 57 531
a 76 1057 0
a 1057 76 531
a 57 1077 0
a 1077 57 259
a 77 1057 0
a 1057 77 259
a 57 1078 0
a 1078 57 531
a 78 1057 0
a 1057 78 531
a 57 1079 0
a 1079 57 266
a 79 1057 0
a 1057 79 266
a 57 1095 0
a 1095 57 133
a 95 1057 0
a 1057 95 133
a 57 1096 0
a 1096 57 266
a 96 1057 0
a 1057 96 266
a 57 1097 0
a 1097 57 398
a 97 1057 0
a 1057 97 398
a 57 1098 0
a 1098 57 266
a 98 1057 0
a 1057 98 266
a 57 1099 0
a 1099 57 133
a 99 1057 0
a 1057 99 133
a 58 1059 0
a 1059 58 259
a 59 1058 0
a 1058 59 259
a 58 1060 0
a 1060 58 398
a 60 1058 0
a 1058 60 398
a 58 1076 0
a 1076 58 266
a 76 1058 0
a 1058 76 266
a 58 1077 0
a 1077 58 531
a 77 1058 0
a 1058 77 531
a 58 1078 0
a 1078 58 259
a 78 1058 0
a 1058 78 259
a 58 1079 0
a 1079 58 531
a 79 1058 0
a 1058 79 531
a 58 1080 0
a 1080 58 266
a 80 1058 0
a 1058 80 266
a 58 1096 0
a 1096 58 133
a 96 1058 0
a 1058 96 133
a 58 1097 0
a 1097 58 266
a 97 1058 0
a 1058 97 266
a 58 1098 0
a 1098 58 398
a 98 1058 0
a 1058 98 398
a 58 1099 0
a 1099 58 266
a 99 1058 0
a 1058 99 266
a 58 1100 0
a 1100 58 133
a 100 1058 0
a 1058 100 133
a 59 1060 0
a 1060 59 259
a 60 1059 0
a 1059 60 259
a 59 1061 0
a 1061 59 398
a 61 1059 0
a 1059 61 398
a 59 1077 0
a 1077 59 266
a 77 1059 0
a 1059 77 266
a 59 1078 0
a 1078 59 531
a 78 1059 0
a 1059 78 531
a 59 1079 0
a 1079 59 259
a 79 1059 0
a 1059 79 259
a 59 1080 0
a 1080 59 531
a 80 1059 0
a 1059 80 531
a 59 1081 0
a 1081 59 266
a 81 1059 0
a 1059 81 266
a 59 1097 0
a 1097 59 133
a 97 1059 0
a 1059 97 133
a 59 1098 0
a 1098 59 266
a 98 1059 0
a 1059 98 266
a 59 1099 0
a 1099 59 398
a 99 1059 0
a 1059 99 398
a 59 1100 0
a 1100 59 266
a 100 1059 0
a 1059 100 266
a 59 1101 0
a 1101 59 133
a 101 1059 0
a 1059 101 133
a 60 1061 0
a 1061 60 259
a 61 1060 0
a 1060 61 259
a 60 1062 0
a 1062 60 398
a 62 1060 0
a 1060 62 398
a 60 1078 0
a 1078 60 266
a 78 1060 0
a 1060 78 266
a 60 1079 0
a 1079 60 531
a 79 1060 0
a 1060 79 531
a 60 1080 0
a 1080 60 259
a 80 1060 0
a 1060 80 259
a 60 1081 0
a 1081 60 531
a 81 1060 0
a 1060 81 531
a 60 1082 0
a 1082 60 266
a 82 1060 0
a 1060 82 266
a 60 1098 0
a 1098 60 133
a 98 1060 0
a 1060 98 133
a 60 1099 0
a 1099 60 266
a 99 1060 0
a 1060 99 266
a 60 1100 0
a 1100 60 398
a 100 1060 0
a 1060 100 398
a 60 1101 0
a 1101 60 266
a 101 1060 0
a 1060 101 266
a 60 1102 0
a 1102 60 133
a 102 1060 0
a 1060 102 133
a 61 1062 0
a 1062 61 259
a 62 1061 0
a 1061 62 259
a 61 1079 0
a 1079 61 266
a 79 1061 0
a 1061 79 266
a 61 1080 0
a 1080 61 531
a 80 1061 0
a 1061 80 531
a 61 1081 0
a 1081 61 259
a 81 1061 0
a 1061 81 259
a 61 1082 0
a 1082 61 531
a 82 1061 0
a 1061 82 531
a 61 1099 0
a 1099 61 133
a 99 1061 0
a 1061 99 133
a 61 1100 0
a 1100 61 266
a 100 1061 0
a 1061 100 266
a 61 1101 0
a 1101 61 398
a 101 1061 0
a 1061 101 398
a 61 1102 0
a 1102 61 266
a 102 1061 0
a 1061 102 266
a 62 1080 0
a 1080 62 266
a 80 1062 0
a 1062 80 266
a 62 1081 0
a 1081 62 531
a 81 1062 0
a 1062 81 531
a 62 1082 0
a 1082 62 259
a 82 1062 0
a 1062 82 259
a 62 1100 0
a 1100 62 133
a 100 1062 0
a 1062 100 133
a 62 1101 0
a 1101 62 266
a 101 1062 0
a 1062 101 266
a 62 1102 0
a 1102 62 398
a 102 1062 0
a 1062 102 398
a 63 1064 0
a 1064 63 259
a 64 1063 0
a 1063 64 259
a 63 1065 0
a 1065 63 398
a 65 1063 0
a 1063 65 398
a 63 1083 0
a 1083 63 259
a 83 1063 0
a 1063 83 259
a 63 1084 0
a 1084 63 531
a 84 1063 0
a 1063 84 531
a 63 1085 0
a 1085 63 266
a 85 1063 0
a 1063 85 266
a 63 1103 0
a 1103 63 398
a 103 1063 0
a 1063 103 398
a 63 1104 0
a 1104 63 266
a 104 1063 0
a 1063 104 266
a 63 1105 0
a 1105 63 133
a 105 1063 0
a 1063 105 133
a 64 1065 0
a 1065 64 259
a 65 1064 0
a 1064 65 259
a 64 1066 0
a 1066 64 398
a 66 1064 0
a 1064 66 398
a 64 1083 0
a 1083 64 531
a 83 1064 0
a 1064 83 531
a 64 1084 0
a 1084 64 259
a 84 1064 0
a 1064 84 259
a 64 1085 0
a 1085 64 531
a 85 1064 0
a 1064 85 531
a 64 1086 0
a 1086 64 266
a 86 1064 0
a 1064 86 266
a 64 1103 0
a 1103 64 266
a 103 1064 0
a 1064 103 266
a 64 1104 0
a 1104 64 398
a 104 1064 0
a 1064 104 398
a 64 1105 0
a 1105 64 266
a 105 1064 0
a 1064 105 266
a 64 1106 0
