p max 2002 139600
a 145 1125 0
a 1125 145 229
a 125 1146 0
a 1146 125 267
a 146 1125 0
a 1125 146 267
a 125 1147 0
a 1147 125 200
a 147 1125 0
a 1125 147 200
a 125 1148 0
a 1148 125 133
a 148 1125 0
a 1125 148 133
a 125 1149 0
a 1149 125 67
a 149 1125 0
a 1125 149 67
a 125 1163 0
a 1163 125 150
a 163 1125 0
a 1125 163 150
a 125 1164 0
a 1164 125 200
a 164 1125 0
a 1125 164 200
a 125 1165 0
a 1165 125 250
a 165 1125 0
a 1125 165 250
a 125 1166 0
a 1166 125 200
a 166 1125 0
a 1125 166 200
a 125 1167 0
a 1167 125 150
a 167 1125 0
a 1125 167 150
a 125 1168 0
a 1168 125 100
a 168 1125 0
a 1125 168 100
a 125 1169 0
a 1169 125 50
a 169 1125 0
a 1125 169 50
a 125 1183 0
a 1183 125 100
a 183 1125 0
a 1125 183 100
a 125 1184 0
a 1184 125 133
a 184 1125 0
a 1125 184 133
a 125 1185 0
a 1185 125 167
a 185 1125 0
a 1125 185 167
a 125 1186 0
a 1186 125 133
a 186 1125 0
a 1125 186 133
a 125 1187 0
a 1187 125 100
a 187 1125 0
a 1125 187 100
a 125 1188 0
a 1188 125 67
a 188 1125 0
a 1125 188 67
a 125 1189 0
a 1189 125 33
a 189 1125 0
a 1125 189 33
a 125 1203 0
a 1203 125 50
a 203 1125 0
a 1125 203 50
a 125 1204 0
a 1204 125 67
a 204 1125 0
a 1125 204 67
a 125 1205 0
a 1205 125 83
a 205 1125 0
a 1125 205 83
a 125 1206 0
a 1206 125 67
a 206 1125 0
a 1125 206 67
a 125 1207 0
a 1207 125 50
a 207 1125 0
a 1125 207 50
a 125 1208 0
a 1208 125 33
a 208 1125 0
a 1125 208 33
a 125 1209 0
a 1209 125 17
a 209 1125 0
a 1125 209 17
a 126 1127 0
a 1127 126 229
a 127 1126 0
a 1126 127 229
a 126 1128 0
a 1128 126 250
a 128 1126 0
a 1126 128 250
a 126 1129 0
a 1129 126 167
a 129 1126 0
a 1126 129 167
a 126 1130 0
a 1130 126 83
a 130 1126 0
a 1126 130 83
a 126 1143 0
a 1143 126 133
a 143 1126 0
a 1126 143 133
a 126 1144 0
a 1144 126 200
a 144 1126 0
a 1126 144 200
a 126 1145 0
a 1145 126 267
a 145 1126 0
a 1126 145 267
a 126 1146 0
a 1146 126 229
a 146 1126 0
a 1126 146 229
a 126 1147 0
a 1147 126 267
a 147 1126 0
a 1126 147 267
a 126 1148 0
a 1148 126 200
a 148 1126 0
a 1126 148 200
a 126 1149 0
a 1149 126 133
a 149 1126 0
a 1126 149 133
a 126 1150 0
a 1150 126 67
a 150 1126 0
a 1126 150 67
a 126 1163 0
a 1163 126 100
a 163 1126 0
a 1126 163 100
a 126 1164 0
a 1164 126 150
a 164 1126 0
a 1126 164 150
a 126 1165 0
a 1165 126 200
a 165 1126 0
a 1126 165 200
a 126 1166 0
a 1166 126 250
a 166 1126 0
a 1126 166 250
a 126 1167 0
a 1167 126 200
a 167 1126 0
a 1126 167 200
a 126 1168 0
a 1168 126 150
a 168 1126 0
a 1126 168 150
a 126 1169 0
a 1169 126 100
a 169 1126 0
a 1126 169 100
a 126 1170 0
a 1170 126 50
a 170 1126 0
a 1126 170 50
a 126 1183 0
a 1183 126 67
a 183 1126 0
a 1126 183 67
a 126 1184 0
a 1184 126 100
a 184 1126 0
a 1126 184 100
a 126 1185 0
a 1185 126 133
a 185 1126 0
a 1126 185 133
a 126 1186 0
a 1186 126 167
a 186 1126 0
a 1126 186 167
a 126 1187 0
a 1187 126 133
a 187 1126 0
a 1126 187 133
a 126 1188 0
a 1188 126 100
a 188 1126 0
a 1126 188 100
a 126 1189 0
a 1189 126 67
a 189 1126 0
a 1126 189 67
a 126 1190 0
a 1190 126 33
a 190 1126 0
a 1126 190 33
a 126 1203 0
a 1203 126 33
a 203 1126 0
a 1126 203 33
a 126 1204 0
a 1204 126 50
a 204 1126 0
a 1126 204 50
a 126 1205 0
a 1205 126 67
a 205 1126 0
a 1126 205 67
a 126 1206 0
a 1206 126 83
a 206 1126 0
a 1126 206 83
a 126 1207 0
a 1207 126 67
a 207 1126 0
a 1126 207 67
a 126 1208 0
a 1208 126 50
a 208 1126 0
a 1126 208 50
a 126 1209 0
a 1209 126 33
a 209 1126 0
a 1126 209 33
a 126 1210 0
a 1210 126 17
a 210 1126 0
a 1126 210 17
a 127 1128 0
a 1128 127 229
a 128 1127 0
a 1127 128 229
a 127 1129 0
a 1129 127 250
a 129 1127 0
a 1127 129 250
a 127 1130 0
a 1130 127 167
a 130 1127 0
a 1127 130 167
a 127 1131 0
a 1131 127 83
a 131 1127 0
a 1127 131 83
a 127 1143 0
a 1143 127 67
a 143 1127 0
a 1127 143 67
a 127 1144 0
a 1144 127 133
a 144 1127 0
a 1127 144 133
a 127 1145 0
a 1145 127 200
a 145 1127 0
a 1127 145 200
a 127 1146 0
a 1146 127 267
a 146 1127 0
a 1127 146 267
a 127 1147 0
a 1147 127 229
a 147 1127 0
a 1127 147 229
a 127 1148 0
a 1148 127 267
a 148 1127 0
a 1127 148 267
a 127 1149 0
a 1149 127 200
a 149 1127 0
a 1127 149 200
a 127 1150 0
a 1150 127 133
a 150 1127 0
a 1127 150 133
a 127 1151 0
a 1151 127 67
a 151 1127 0
a 1127 151 67
a 127 1163 0
a 1163 127 50
a 163 1127 0
a 1127 163 50
a 127 1164 0
a 1164 127 100
a 164 1127 0
a 1127 164 100
a 127 1165 0
a 1165 127 150
a 165 1127 0
a 1127 165 150
a 127 1166 0
a 1166 127 200
a 166 1127 0
a 1127 166 200
a 127 1167 0
a 1167 127 250
a 167 1127 0
a 1127 167 250
a 127 1168 0
a 1168 127 200
a 168 1127 0
a 1127 168 200
a 127 1169 0
a 1169 127 150
a 169 1127 0
a 1127 169 150
a 127 1170 0
a 1170 127 100
a 170 1127 0
a 1127 170 100
a 127 1171 0
a 1171 127 50
a 171 1127 0
a 1127 171 50
a 127 1183 0
a 1183 127 33
a 183 1127 0
a 1127 183 33
a 127 1184 0
a 1184 127 67
a 184 1127 0
a 1127 184 67
a 127 1185 0
a 1185 127 100
a 185 1127 0
a 1127 185 100
a 127 1186 0
a 1186 127 133
a 186 1127 0
a 1127 186 133
a 127 1187 0
a 1187 127 167
a 187 1127 0
a 1127 187 167
a 127 1188 0
a 1188 127 133
a 188 1127 0
a 1127 188 133
a 127 1189 0
a 1189 127 100
a 189 1127 0
a 1127 189 100
a 127 1190 0
a 1190 127 67
a 190 1127 0
a 1127 190 67
a 127 1191 0
a 1191 127 33
a 191 1127 0
a 1127 191 33
a 127 1203 0
a 1203 127 17
a 203 1127 0
a 1127 203 17
a 127 1204 0
a 1204 127 33
a 204 1127 0
a 1127 204 33
a 127 1205 0
a 1205 127 50
a 205 1127 0
a 1127 205 50
a 127 1206 0
a 1206 127 67
a 206 1127 0
a 1127 206 67
a 127 1207 0
a 1207 127 83
a 207 1127 0
a 1127 207 83
a 127 1208 0
a 1208 127 67
a 208 1127 0
a 1127 208 67
a 127 1209 0
a 1209 127 50
a 209 1127 0
a 1127 209 50
a 127 1210 0
a 1210 127 33
a 210 1127 0
a 1127 210 33
a 127 1211 0
a 1211 127 17
a 211 1127 0
a 1127 211 17
a 128 1129 0
a 1129 128 229
a 129 1128 0
a 1128 129 229
a 128 1130 0
a 1130 128 250
a 130 1128 0
a 1128 130 250
a 128 1131 0
a 1131 128 167
a 131 1128 0
a 1128 131 167
a 128 1132 0
a 1132 128 83
a 132 1128 0
a 1128 132 83
a 128 1144 0
a 1144 128 67
a 144 1128 0
a 1128 144 67
a 128 1145 0
a 1145 128 133
a 145 1128 0
a 1128 145 133
a 128 1146 0
a 1146 128 200
a 146 1128 0
a 1128 146 200
a 128 1147 0
a 1147 128 267
a 147 1128 0
a 1128 147 267
a 128 1148 0
a 1148 128 229
a 148 1128 0
a 1128 148 229
a 128 1149 0
a 1149 128 267
a 149 1128 0
a 1128 149 267
a 128 1150 0
a 1150 128 200
a 150 1128 0
a 1128 150 200
a 128 1151 0
a 1151 128 133
a 151 1128 0
a 1128 151 133
a 128 1152 0
a 1152 128 67
a 152 1128 0
a 1128 152 67
a 128 1164 0
a 1164 128 50
a 164 1128 0
a 1128 164 50
a 128 1165 0
a 1165 128 100
a 165 1128 0
a 1128 165 100
a 128 1166 0
a 1166 128 150
a 166 1128 0
a 1128 166 150
a 128 1167 0
a 1167 128 200
a 167 1128 0
a 1128 167 200
a 128 1168 0
a 1168 128 250
a 168 1128 0
a 1128 168 250
a 128 1169 0
a 1169 128 200
a 169 1128 0
a 1128 169 200
a 128 1170 0
a 1170 128 150
a 170 1128 0
a 1128 170 150
a 128 1171 0
a 1171 128 100
a 171 1128 0
a 1128 171 100
a 128 1172 0
a 1172 128 50
a 172 1128 0
a 1128 172 50
a 128 1184 0
a 1184 128 33
a 184 1128 0
a 1128 184 33
a 128 1185 0
a 1185 128 67
a 185 1128 0
a 1128 185 67
a 128 1186 0
a 1186 128 100
a 186 1128 0
a 1128 186 100
a 128 1187 0
a 1187 128 133
a 187 1128 0
a 1128 187 133
a 128 1188 0
a 1188 128 167
a 188 1128 0
a 1128 188 167
a 128 1189 0
a 1189 128 133
a 189 1128 0
a 1128 189 133
a 128 1190 0
a 1190 128 100
a 190 1128 0
a 1128 190 100
a 128 1191 0
a 1191 128 67
a 191 1128 0
a 1128 191 67
a 128 1192 0
a 1192 128 33
a 192 1128 0
a 1128 192 33
a 128 1204 0
a 1204 128 17
a 204 1128 0
a 1128 204 17
a 128 1205 0
a 1205 128 33
a 205 1128 0
a 1128 205 33
a 128 1206 0
a 1206 128 50
a 206 1128 0
a 1128 206 50
a 128 1207 0
a 1207 128 67
a 207 1128 0
a 1128 207 67
a 128 1208 0
a 1208 128 83
a 208 1128 0
a 1128 208 83
a 128 1209 0
a 1209 128 67
a 209 1128 0
a 1128 209 67
a 128 1210 0
a 1210 128 50
a 210 1128 0
a 1128 210 50
a 128 1211 0
a 1211 128 33
a 211 1128 0
a 1128 211 33
a 128 1212 0
a 1212 128 17
a 212 1128 0
a 1128 212 17
a 129 1130 0
a 1130 129 229
a 130 1129 0
a 1129 130 229
a 129 1131 0
a 1131 129 250
a 131 1129 0
a 1129 131 250
a 129 1132 0
a 1132 129 167
a 132 1129 0
a 1129 132 167
a 129 1133 0
a 1133 129 83
a 133 1129 0
a 1129 133 83
a 129 1145 0
a 1145 129 67
a 145 1129 0
a 1129 145 67
a 129 1146 0
a 1146 129 133
a 146 1129 0
a 1129 146 133
a 129 1147 0
a 1147 129 200
a 147 1129 0
a 1129 147 200
a 129 1148 0
a 1148 129 267
a 148 1129 0
a 1129 148 267
a 129 1149 0
a 1149 129 229
a 149 1129 0
a 1129 149 229
a 129 1150 0
a 1150 129 267
a 150 1129 0
a 1129 150 267
a 129 1151 0
a 1151 129 200
a 151 1129 0
a 1129 151 200
a 129 1152 0
a 1152 129 133
a 152 1129 0
a 1129 152 133
a 129 1153 0
a 1153 129 67
a 153 1129 0
a 1129 153 67
a 129 1165 0
a 1165 129 50
a 165 1129 0
a 1129 165 50
a 129 1166 0
a 1166 129 100
a 166 1129 0
a 1129 166 100
a 129 1167 0
a 1167 129 150
a 167 1129 0
a 1129 167 150
a 129 1168 0
a 1168 129 200
a 168 1129 0
a 1129 168 200
a 129 1169 0
a 1169 129 250
a 169 1129 0
a 1129 169 250
a 129 1170 0
a 1170 129 200
a 170 1129 0
a 1129 170 200
a 129 1171 0
a 1171 129 150
a 171 1129 0
a 1129 171 150
a 129 1172 0
a 1172 129 100
a 172 1129 0
a 1129 172 100
a 129 1173 0
a 1173 129 50
a 173 1129 0
a 1129 173 50
a 129 1185 0
a 1185 129 33
a 185 1129 0
a 1129 185 33
a 129 1186 0
a 1186 129 67
a 186 1129 0
a 1129 186 67
a 129 1187 0
a 1187 129 100
a 187 1129 0
a 1129 187 100
a 129 1188 0
a 1188 129 133
a 188 1129 0
a 1129 188 133
a 129 1189 0
a 1189 129 167
a 189 1129 0
a 1129 189 167
a 129 1190 0
a 1190 129 133
a 190 1129 0
a 1129 190 133
a 129 1191 0
a 1191 129 100
a 191 1129 0
a 1129 191 100
a 129 1192 0
a 1192 129 67
a 192 1129 0
a 1129 192 67
a 129 1193 0
a 1193 129 33
a 193 1129 0
a 1129 193 33
a 129 1205 0
a 1205 129 17
a 205 1129 0
a 1129 205 17
a 129 1206 0
a 1206 129 33
a 206 1129 0
a 1129 206 33
a 129 1207 0
a 1207 129 50
a 207 1129 0
a 1129 207 50
a 129 1208 0
a 1208 129 67
a 208 1129 0
a 1129 208 67
a 129 1209 0
a 1209 129 83
a 209 1129 0
a 1129 209 83
a 129 1210 0
a 1210 129 67
a 210 1129 0
a 1129 210 67
a 129 1211 0
a 1211 129 50
a 211 1129 0
a 1129 211 50
a 129 1212 0
a 1212 129 33
a 212 1129 0
a 1129 212 33
a 129 1213 0
a 1213 129 17
a 213 1129 0
a 1129 213 17
a 130 1131 0
a 1131 130 229
a 131 1130 0
a 1130 131 229
a 130 1132 0
a 1132 130 250
a 132 1130 0
a 1130 132 250
a 130 1133 0
a 1133 130 167
a 133 1130 0
a 1130 133 167
a 130 1134 0
a 1134 130 83
a 134 1130 0
a 1130 134 83
a 130 1146 0
a 1146 130 67
a 146 1130 0
a 1130 146 67
a 130 1147 0
a 1147 130 133
a 147 1130 0
a 1130 147 133
a 130 1148 0
a 1148 130 200
a 148 1130 0
a 1130 148 200
a 130 1149 0
a 1149 130 267
a 149 1130 0
a 1130 149 267
a 130 1150 0
a 1150 130 229
a 150 1130 0
a 1130 150 229
a 130 1151 0
a 1151 130 267
a 151 1130 0
a 1130 151 267
a 130 1152 0
a 1152 130 200
a 152 1130 0
a 1130 152 200
a 130 1153 0
a 1153 130 133
a 153 1130 0
a 1130 153 133
a 130 1154 0
a 1154 130 67
a 154 1130 0
a 1130 154 67
a 130 1166 0
a 1166 130 50
a 166 1130 0
a 1130 166 50
a 130 1167 0
a 1167 130 100
a 167 1130 0
a 1130 167 100
a 130 1168 0
a 1168 130 150
a 168 1130 0
a 1130 168 150
a 130 1169 0
a 1169 130 200
a 169 1130 0
a 1130 169 200
a 130 1170 0
a 1170 130 250
a 170 1130 0
a 1130 170 250
a 130 1171 0
a 1171 130 200
a 171 1130 0
a 1130 171 200
a 130 1172 0
a 1172 130 150
a 172 1130 0
a 1130 172 150
a 130 1173 0
a 1173 130 100
a 173 1130 0
a 1130 173 100
a 130 1174 0
a 1174 130 50
a 174 1130 0
a 1130 174 50
a 130 1186 0
a 1186 130 33
a 186 1130 0
a 1130 186 33
a 130 1187 0
a 1187 130 67
a 187 1130 0
a 1130 187 67
a 130 1188 0
a 1188 130 100
a 188 1130 0
a 1130 188 100
a 130 1189 0
a 1189 130 133
a 189 1130 0
a 1130 189 133
a 130 1190 0
a 1190 130 167
a 190 1130 0
a 1130 190 167
a 130 1191 0
a 1191 130 133
a 191 1130 0
a 1130 191 133
a 130 1192 0
a 1192 130 100
a 192 1130 0
a 1130 192 100
a 130 1193 0
a 1193 130 67
a 193 1130 0
a 1130 193 67
a 130 1194 0
a 1194 130 33
a 194 1130 0
a 1130 194 33
a 130 1206 0
a 1206 130 17
a 206 1130 0
a 1130 206 17
a 130 1207 0
a 1207 130 33
a 207 1130 0
a 1130 207 33
a 130 1208 0
a 1208 130 50
a 208 1130 0
a 1130 208 50
a 130 1209 0
a 1209 130 67
a 209 1130 0
a 1130 209 67
a 130 1210 0
a 1210 130 83
a 210 1130 0
a 1130 210 83
a 130 1211 0
a 1211 130 67
a 211 1130 0
a 1130 211 67
a 130 1212 0
a 1212 130 50
a 212 1130 0
a 1130 212 50
a 130 1213 0
a 1213 130 33
a 213 1130 0
a 1130 213 33
a 130 1214 0
a 1214 130 17
a 214 1130 0
a 1130 214 17
a 131 1132 0
a 1132 131 229
a 132 1131 0
a 1131 132 229
a 131 1133 0
a 1133 131 250
a 133 1131 0
a 1131 133 250
a 131 1134 0
a 1134 131 167
a 134 1131 0
a 1131 134 167
a 131 1135 0
a 1135 131 83
a 135 1131 0
a 1131 135 83
a 131 1147 0
a 1147 131 67
a 147 1131 0
a 1131 147 67
a 131 1148 0
a 1148 131 133
a 148 1131 0
a 1131 148 133
a 131 1149 0
a 1149 131 200
a 149 1131 0
a 1131 149 200
a 131 1150 0
a 1150 131 267
a 150 1131 0
a 1131 150 267
a 131 1151 0
a 1151 131 229
a 151 1131 0
a 1131 151 229
a 131 1152 0
a 1152 131 267
a 152 1131 0
a 1131 152 267
a 131 1153 0
a 1153 131 200
a 153 1131 0
a 1131 153 200
a 131 1154 0
a 1154 131 133
a 154 1131 0
a 1131 154 133
a 131 1155 0
a 1155 131 67
a 155 1131 0
a 1131 155 67
a 131 1167 0
a 1167 131 50
a 167 1131 0
a 1131 167 50
a 131 1168 0
a 1168 131 100
a 168 1131 0
a 1131 168 100
a 131 1169 0
a 1169 131 150
a 169 1131 0
a 1131 169 150
a 131 1170 0
a 1170 131 200
a 170 1131 0
a 1131 170 200
a 131 1171 0
a 1171 131 250
a 171 1131 0
a 1131 171 250
a 131 1172 0
a 1172 131 200
a 172 1131 0
a 1131 172 200
a 131 1173 0
a 1173 131 150
a 173 1131 0
a 1131 173 150
a 131 1174 0
a 1174 131 100
a 174 1131 0
a 1131 174 100
a 131 1175 0
a 1175 131 50
a 175 1131 0
a 1131 175 50
a 131 1187 0
a 1187 131 33
a 187 1131 0
a 1131 187 33
a 131 1188 0
a 1188 131 67
a 188 1131 0
a 1131 188 67
a 131 1189 0
a 1189 131 100
a 189 1131 0
a 1131 189 100
a 131 1190 0
a 1190 131 133
a 190 1131 0
a 1131 190 133
a 131 1191 0
a 1191 131 167
a 191 1131 0
a 1131 191 167
a 131 1192 0
a 1192 131 133
a 192 1131 0
a 1131 192 133
a 131 1193 0
a 1193 131 100
a 193 1131 0
a 1131 193 100
a 131 1194 0
a 1194 131 67
a 194 1131 0
a 1131 194 67
a 131 1195 0
a 1195 131 33
a 195 1131 0
a 1131 195 33
a 131 1207 0
a 1207 131 17
a 207 1131 0
a 1131 207 17
a 131 1208 0
a 1208 131 33
a 208 1131 0
a 1131 208 33
a 131 1209 0
a 1209 131 50
a 209 1131 0
a 1131 209 50
a 131 1210 0
a 1210 131 67
a 210 1131 0
a 1131 210 67
a 131 1211 0
a 1211 131 83
a 211 1131 0
a 1131 211 83
a 131 1212 0
a 1212 131 67
a 212 1131 0
a 1131 212 67
a 131 1213 0
a 1213 131 50
a 213 1131 0
a 1131 213 50
a 131 1214 0
a 1214 131 33
a 214 1131 0
a 1131 214 33
a 131 1215 0
a 1215 131 17
a 215 1131 0
a 1131 215 17
a 132 1133 0
a 1133 132 229
a 133 1132 0
a 1132 133 229
a 132 1134 0
a 1134 132 250
a 134 1132 0
a 1132 134 250
a 132 1135 0
a 1135 132 167
a 135 1132 0
a 1132 135 167
a 132 1136 0
a 1136 132 83
a 136 1132 0
a 1132 136 83
a 132 1148 0
a 1148 132 67
a 148 1132 0
a 1132 148 67
a 132 1149 0
a 1149 132 133
a 149 1132 0
a 1132 149 133
a 132 1150 0
a 1150 132 200
a 150 1132 0
a 1132 150 200
a 132 1151 0
a 1151 132 267
a 151 1132 0
a 1132 151 267
a 132 1152 0
a 1152 132 229
a 152 1132 0
a 1132 152 229
a 132 1153 0
a 1153 132 267
a 153 1132 0
a 1132 153 267
a 132 1154 0
a 1154 132 200
a 154 1132 0
a 1132 154 200
a 132 1155 0
a 1155 132 133
a 155 1132 0
a 1132 155 133
a 132 1156 0
a 1156 132 67
a 156 1132 0
a 1132 156 67
a 132 1168 0
a 1168 132 50
a 168 1132 0
a 1132 168 50
a 132 1169 0
a 1169 132 100
a 169 1132 0
a 1132 169 100
a 132 1170 0
a 1170 132 150
a 170 1132 0
a 1132 170 150
a 132 1171 0
a 1171 132 200
a 171 1132 0
a 1132 171 200
a 132 1172 0
a 1172 132 250
a 172 1132 0
a 1132 172 250
a 132 1173 0
a 1173 132 200
a 173 1132 0
a 1132 173 200
a 132 1174 0
a 1174 132 150
a 174 1132 0
a 1132 174 150
a 132 1175 0
a 1175 132 100
a 175 1132 0
a 1132 175 100
a 132 1176 0
a 1176 132 50
a 176 1132 0
a 1132 176 50
a 132 1188 0
a 1188 132 33
a 188 1132 0
a 1132 188 33
a 132 1189 0
a 1189 132 67
a 189 1132 0
a 1132 189 67
a 132 1190 0
a 1190 132 100
a 190 1132 0
a 1132 190 100
a 132 1191 0
a 1191 132 133
a 191 1132 0
a 1132 191 133
a 132 1192 0
a 1192 132 167
a 192 1132 0
a 1132 192 167
a 132 1193 0
a 1193 132 133
a 193 1132 0
a 1132 193 133
a 132 1194 0
a 1194 132 100
a 194 1132 0
a 1132 194 100
a 132 1195 0
a 1195 132 67
a 195 1132 0
a 1132 195 67
a 132 1196 0
a 1196 132 33
a 196 1132 0
a 1132 196 33
a 132 1208 0
a 1208 132 17
a 208 1132 0
a 1132 208 17
a 132 1209 0
a 1209 132 33
a 209 1132 0
a 1132 209 33
a 132 1210 0
a 1210 132 50
a 210 1132 0
a 1132 210 50
a 132 1211 0
a 1211 132 67
a 211 1132 0
a 1132 211 67
a 132 1212 0
a 1212 132 83
a 212 1132 0
a 1132 212 83
a 132 1213 0
a 1213 132 67
a 213 1132 0
a 1132 213 67
a 132 1214 0
a 1214 132 50
a 214 1132 0
a 1132 214 50
a 132 1215 0
a 1215 132 33
a 215 1132 0
a 1132 215 33
a 132 1216 0
a 1216 132 17
a 216 1132 0
a 1132 216 17
a 133 1134 0
a 1134 133 229
a 134 1133 0
a 1133 134 229
a 133 1135 0
a 1135 133 250
a 135 1133 0
a 1133 135 250
a 133 1136 0
a 1136 133 167
a 136 1133 0
a 1133 136 167
a 133 1137 0
a 1137 133 83
a 137 1133 0
a 1133 137 83
a 133 1149 0
a 1149 133 67
a 149 1133 0
a 1133 149 67
a 133 1150 0
a 1150 133 133
a 150 1133 0
a 1133 150 133
a 133 1151 0
a 1151 133 200
a 151 1133 0
a 1133 151 200
a 133 1152 0
a 1152 133 267
a 152 1133 0
a 1133 152 267
a 133 1153 0
a 1153 133 229
a 153 1133 0
a 1133 153 229
a 133 1154 0
a 1154 133 267
a 154 1133 0
a 1133 154 267
a 133 1155 0
a 1155 133 200
a 155 1133 0
a 1133 155 200
a 133 1156 0
a 1156 133 133
a 156 1133 0
a 1133 156 133
a 133 1157 0
a 1157 133 67
a 157 1133 0
a 1133 157 67
a 133 1169 0
a 1169 133 50
a 169 1133 0
a 1133 169 50
a 133 1170 0
a 1170 133 100
a 170 1133 0
a 1133 170 100
a 133 1171 0
a 1171 133 150
a 171 1133 0
a 1133 171 150
a 133 1172 0
a 1172 133 200
a 172 1133 0
a 1133 172 200
a 133 1173 0
a 1173 133 250
a 173 1133 0
a 1133 173 250
a 133 1174 0
a 1174 133 200
a 174 1133 0
a 1133 174 200
a 133 1175 0
a 1175 133 150
a 175 1133 0
a 1133 175 150
a 133 1176 0
a 1176 133 100
a 176 1133 0
a 1133 176 100
a 133 1177 0
a 1177 133 50
a 177 1133 0
a 1133 177 50
a 133 1189 0
a 1189 133 33
a 189 1133 0
a 1133 189 33
a 133 1190 0
a 1190 133 67
a 190 1133 0
a 1133 190 67
a 133 1191 0
a 1191 133 100
a 191 1133 0
a 1133 191 100
a 133 1192 0
a 1192 133 133
a 192 1133 0
a 1133 192 133
a 133 1193 0
a 1193 133 167
a 193 1133 0
a 1133 193 167
a 133 1194 0
a 1194 133 133
a 194 1133 0
a 1133 194 133
a 133 1195 0
a 1195 133 100
a 195 1133 0
a 1133 195 100
a 133 1196 0
a 1196 133 67
a 196 1133 0
a 1133 196 67
a 133 1197 0
a 1197 133 33
a 197 1133 0
a 1133 197 33
a 133 1209 0
a 1209 133 17
a 209 1133 0
a 1133 209 17
a 133 1210 0
a 1210 133 33
a 210 1133 0
a 1133 210 33
a 133 1211 0
a 1211 133 50
a 211 1133 0
a 1133 211 50
a 133 1212 0
a 1212 133 67
a 212 1133 0
a 1133 212 67
a 133 1213 0
a 1213 133 83
a 213 1133 0
a 1133 213 83
a 133 1214 0
a 1214 133 67
a 214 1133 0
a 1133 214 67
a 133 1215 0
a 1215 133 50
a 215 1133 0
a 1133 215 50
a 133 1216 0
a 1216 133 33
a 216 1133 0
a 1133 216 33
a 133 1217 0
a 1217 133 17
a 217 1133 0
a 1133 217 17
a 134 1135 0
a 1135 134 229
a 135 1134 0
a 1134 135 229
a 134 1136 0
a 1136 134 250
a 136 1134 0
a 1134 136 250
a 134 1137 0
a 1137 134 167
a 137 1134 0
a 1134 137 167
a 134 1138 0
a 1138 134 83
a 138 1134 0
a 1134 138 83
a 134 1150 0
a 1150 134 67
a 150 1134 0
a 1134 150 67
a 134 1151 0
a 1151 134 133
a 151 1134 0
a 1134 151 133
a 134 1152 0
a 1152 134 200
a 152 1134 0
a 1134 152 200
a 134 1153 0
a 1153 134 267
a 153 1134 0
a 1134 153 267
a 134 1154 0
a 1154 134 229
a 154 1134 0
a 1134 154 229
a 134 1155 0
a 1155 134 267
a 155 1134 0
a 1134 155 267
a 134 1156 0
a 1156 134 200
a 156 1134 0
a 1134 156 200
a 134 1157 0
a 1157 134 133
a 157 1134 0
a 1134 157 133
a 134 1158 0
a 1158 134 67
a 158 1134 0
a 1134 158 67
a 134 1170 0
a 1170 134 50
a 170 1134 0
a 1134 170 50
a 134 1171 0
a 1171 134 100
a 171 1134 0
a 1134 171 100
a 134 1172 0
a 1172 134 150
a 172 1134 0
a 1134 172 150
a 134 1173 0
a 1173 134 200
a 173 1134 0
a 1134 173 200
a 134 1174 0
a 1174 134 250
a 174 1134 0
a 1134 174 250
a 134 1175 0
a 1175 134 200
a 175 1134 0
a 1134 175 200
a 134 1176 0
a 1176 134 150
a 176 1134 0
a 1134 176 150
a 134 1177 0
a 1177 134 100
a 177 1134 0
a 1134 177 100
a 134 1178 0
a 1178 134 50
a 178 1134 0
a 1134 178 50
a 134 1190 0
a 1190 134 33
a 190 1134 0
a 1134 190 33
a 134 1191 0
a 1191 134 67
a 191 1134 0
a 1134 191 67
a 134 1192 0
a 1192 134 100
a 192 1134 0
a 1134 192 100
a 134 1193 0
a 1193 134 133
a 193 1134 0
a 1134 193 133
a 134 1194 0
a 1194 134 167
a 194 1134 0
a 1134 194 167
a 134 1195 0
a 1195 134 133
a 195 1134 0
a 1134 195 133
a 134 1196 0
a 1196 134 100
a 196 1134 0
a 1134 196 100
a 134 1197 0
a 1197 134 67
a 197 1134 0
a 1134 197 67
a 134 1198 0
a 1198 134 33
a 198 1134 0
a 1134 198 33
a 134 1210 0
a 1210 134 17
a 210 1134 0
a 1134 210 17
a 134 1211 0
a 1211 134 33
a 211 1134 0
a 1134 211 33
a 134 1212 0
a 1212 134 50
a 212 1134 0
a 1134 212 50
a 134 1213 0
a 1213 134 67
a 213 1134 0
a 1134 213 67
a 134 1214 0
a 1214 134 83
a 214 1134 0
a 1134 214 83
a 134 1215 0
a 1215 134 67
a 215 1134 0
a 1134 215 67
a 134 1216 0
a 1216 134 50
a 216 1134 0
a 1134 216 50
a 134 1217 0
a 1217 134 33
a 217 1134 0
a 1134 217 33
a 134 1218 0
a 1218 134 17
a 218 1134 0
a 1134 218 17
a 135 1136 0
a 1136 135 229
a 136 1135 0
a 1135 136 229
a 135 1137 0
a 1137 135 250
a 137 1135 0
a 1135 137 250
a 135 1138 0
a 1138 135 167
a 138 1135 0
a 1135 138 167
a 135 1139 0
a 1139 135 83
a 139 1135 0
a 1135 139 83
a 135 1151 0
a 1151 135 67
a 151 1135 0
a 1135 151 67
a 135 1152 0
a 1152 135 133
a 152 1135 0
a 1135 152 133
a 135 1153 0
a 1153 135 200
a 153 1135 0
a 1135 153 200
